,index,zip_code,category1,category2,category3,category4,category5,all,list_cat,cat_list
1244,1378,95482,coffee sushi sandwiches vegan greek bakeries delis cafes breweries newamerican italian tradamerican breakfast_brunch mexican vegetarian burgers bagels pizza indpak japanese icecream salad chinese latin bbq desserts musicvenues wine_bars chicken_wings hotdogs farmersmarket divebars diners pubs juicebars danceclubs streetvendors lounges grocery,? japanese salad hotdogs coffee beer_and_wine tradamerican bars steak brazilian grocery chinese cafes hotdog breakfast_brunch donuts newamerican himalayan sushi burgers desserts comfortfood arcades mexican icecream italian sportsbars streetvendors karaoke chicken_wings sandwiches bakeries,? creperies delis sandwiches pubs vegetarian mediterranean bars juicebars tradamerican venues hotdog candy chicken_wings burgers foodtrucks breakfast_brunch coffee wraps cocktailbars chickenshop,?,?,coffee sushi sandwiches vegan greek bakeries delis cafes breweries newamerican italian tradamerican breakfast_brunch mexican vegetarian burgers bagels pizza indpak japanese icecream salad chinese latin bbq desserts musicvenues wine_bars chicken_wings hotdogs farmersmarket divebars diners pubs juicebars danceclubs streetvendors lounges grocery ? japanese salad hotdogs coffee beer_and_wine tradamerican bars steak brazilian grocery chinese cafes hotdog breakfast_brunch donuts newamerican himalayan sushi burgers desserts comfortfood arcades mexican icecream italian sportsbars streetvendors karaoke chicken_wings sandwiches bakeries ? creperies delis sandwiches pubs vegetarian mediterranean bars juicebars tradamerican venues hotdog candy chicken_wings burgers foodtrucks breakfast_brunch coffee wraps cocktailbars chickenshop ? ?,"['?' 'arcades' 'bagels' 'bakeries' 'bars' 'bbq' 'beer_and_wine'
 'brazilian' 'breakfast_brunch' 'breweries' 'burgers' 'cafes' 'candy'
 'chicken_wings' 'chickenshop' 'chinese' 'cocktailbars' 'coffee'
 'comfortfood' 'creperies' 'danceclubs' 'delis' 'desserts' 'diners'
 'divebars' 'donuts' 'farmersmarket' 'foodtrucks' 'greek' 'grocery'
 'himalayan' 'hotdog' 'hotdogs' 'icecream' 'indpak' 'italian' 'japanese'
 'juicebars' 'karaoke' 'latin' 'lounges' 'mediterranean' 'mexican'
 'musicvenues' 'newamerican' 'pizza' 'pubs' 'salad' 'sandwiches'
 'sportsbars' 'steak' 'streetvendors' 'sushi' 'tradamerican' 'vegan'
 'vegetarian' 'venues' 'wine_bars' 'wraps']","['?' 'arcades' 'bagels' 'bakeries' 'bars' 'bbq' 'beer_and_wine'
 'brazilian' 'breakfast_brunch' 'breweries' 'burgers' 'cafes' 'candy'
 'chicken_wings' 'chickenshop' 'chinese' 'cocktailbars' 'coffee'
 'comfortfood' 'creperies' 'danceclubs' 'delis' 'desserts' 'diners'
 'divebars' 'donuts' 'farmersmarket' 'foodtrucks' 'greek' 'grocery'
 'himalayan' 'hotdog' 'hotdogs' 'icecream' 'indpak' 'italian' 'japanese'
 'juicebars' 'karaoke' 'latin' 'lounges' 'mediterranean' 'mexican'
 'musicvenues' 'newamerican' 'pizza' 'pubs' 'salad' 'sandwiches'
 'sportsbars' 'steak' 'streetvendors' 'sushi' 'tradamerican' 'vegan'
 'vegetarian' 'venues' 'wine_bars' 'wraps']"
1245,1379,95485,tradamerican coffee delis wineries pizza,bars breakfast_brunch ? wine_bars seafood,breakfast_brunch ? steak,?,?,tradamerican coffee delis wineries pizza bars breakfast_brunch ? wine_bars seafood breakfast_brunch ? steak ? ?,"['?' 'bars' 'breakfast_brunch' 'coffee' 'delis' 'pizza' 'seafood' 'steak'
 'tradamerican' 'wine_bars' 'wineries']","['?' 'bars' 'breakfast_brunch' 'coffee' 'delis' 'pizza' 'seafood' 'steak'
 'tradamerican' 'wine_bars' 'wineries']"
1246,1380,95490,pizza bakeries mexican burgers seafood coffee hotdogs sandwiches tradamerican chinese japanese pubs grocery cafes thai delis bars,italian bagels soup burgers sandwiches ? tex-mex hotdogs desserts asianfusion noodles icecream delis breakfast_brunch bars foodtrucks,salad newamerican ? buffets tradamerican mexican coffee hotdog sandwiches sushi juicebars burgers,?,?,pizza bakeries mexican burgers seafood coffee hotdogs sandwiches tradamerican chinese japanese pubs grocery cafes thai delis bars italian bagels soup burgers sandwiches ? tex-mex hotdogs desserts asianfusion noodles icecream delis breakfast_brunch bars foodtrucks salad newamerican ? buffets tradamerican mexican coffee hotdog sandwiches sushi juicebars burgers ? ?,"['?' 'asianfusion' 'bagels' 'bakeries' 'bars' 'breakfast_brunch' 'buffets'
 'burgers' 'cafes' 'chinese' 'coffee' 'delis' 'desserts' 'foodtrucks'
 'grocery' 'hotdog' 'hotdogs' 'icecream' 'italian' 'japanese' 'juicebars'
 'mexican' 'newamerican' 'noodles' 'pizza' 'pubs' 'salad' 'sandwiches'
 'seafood' 'soup' 'sushi' 'tex-mex' 'thai' 'tradamerican']","['?' 'asianfusion' 'bagels' 'bakeries' 'bars' 'breakfast_brunch' 'buffets'
 'burgers' 'cafes' 'chinese' 'coffee' 'delis' 'desserts' 'foodtrucks'
 'grocery' 'hotdog' 'hotdogs' 'icecream' 'italian' 'japanese' 'juicebars'
 'mexican' 'newamerican' 'noodles' 'pizza' 'pubs' 'salad' 'sandwiches'
 'seafood' 'soup' 'sushi' 'tex-mex' 'thai' 'tradamerican']"
1247,1381,95492,chinese burgers hotdogs sandwiches pubs pizza coffee grocery himalayan southern newamerican thai bakeries tradamerican breakfast_brunch beergardens japanese bbq icecream sushi mexican donuts breweries,hotdogs sandwiches delis ? salad bakeries indpak bbq cafes breakfast_brunch bars pizza sushi tradamerican mexican ramen burgers juicebars beer_and_wine italian pubs venues sportsbars,? hotdogs sandwiches florists vegan modern_european mexican asianfusion breakfast_brunch comfortfood cajun icecream spanish coffee gluten_free,?,?,chinese burgers hotdogs sandwiches pubs pizza coffee grocery himalayan southern newamerican thai bakeries tradamerican breakfast_brunch beergardens japanese bbq icecream sushi mexican donuts breweries hotdogs sandwiches delis ? salad bakeries indpak bbq cafes breakfast_brunch bars pizza sushi tradamerican mexican ramen burgers juicebars beer_and_wine italian pubs venues sportsbars ? hotdogs sandwiches florists vegan modern_european mexican asianfusion breakfast_brunch comfortfood cajun icecream spanish coffee gluten_free ? ?,"['?' 'asianfusion' 'bakeries' 'bars' 'bbq' 'beer_and_wine' 'beergardens'
 'breakfast_brunch' 'breweries' 'burgers' 'cafes' 'cajun' 'chinese'
 'coffee' 'comfortfood' 'delis' 'donuts' 'florists' 'gluten_free'
 'grocery' 'himalayan' 'hotdogs' 'icecream' 'indpak' 'italian' 'japanese'
 'juicebars' 'mexican' 'modern_european' 'newamerican' 'pizza' 'pubs'
 'ramen' 'salad' 'sandwiches' 'southern' 'spanish' 'sportsbars' 'sushi'
 'thai' 'tradamerican' 'vegan' 'venues']","['?' 'asianfusion' 'bakeries' 'bars' 'bbq' 'beer_and_wine' 'beergardens'
 'breakfast_brunch' 'breweries' 'burgers' 'cafes' 'cajun' 'chinese'
 'coffee' 'comfortfood' 'delis' 'donuts' 'florists' 'gluten_free'
 'grocery' 'himalayan' 'hotdogs' 'icecream' 'indpak' 'italian' 'japanese'
 'juicebars' 'mexican' 'modern_european' 'newamerican' 'pizza' 'pubs'
 'ramen' 'salad' 'sandwiches' 'southern' 'spanish' 'sportsbars' 'sushi'
 'thai' 'tradamerican' 'vegan' 'venues']"
1248,1382,95494,grocery,sandwiches,?,?,?,grocery sandwiches ? ? ?,['?' 'grocery' 'sandwiches'],['?' 'grocery' 'sandwiches']
1249,1383,95497,tea,massage_therapy,acupuncture,?,?,tea massage_therapy acupuncture ? ?,['?' 'acupuncture' 'massage_therapy' 'tea'],['?' 'acupuncture' 'massage_therapy' 'tea']
1250,1384,95501,meats sportsbars nonprofit mediterranean sandwiches german pubs seafood mexican desserts caribbean icecream cambodian bakeries bbq breakfast_brunch burgers hawaiian coffee newamerican diners pizza steak grocery italian tradamerican bars thai indpak speakeasies foodtrucks japanese chinese vietnamese irish breweries french donuts soup cocktailbars wine_bars lounges cafes divebars coffeeroasteries museums hotdogs poolhalls tex-mex,delis ? gardening italian austrian newamerican winetastingroom shavedsnow icecream gelato bagels sandwiches salad bbq waffles juicebars cocktailbars breakfast_brunch bars chocolate seafood burgers tradamerican coffee foodtrucks hotdog cheesesteaks beerbar mexican japanese asianfusion thai pubs cideries musicvenues tapasmallplates buffets sportsbars sushi desserts galleries bowling diners hotdogs steak,? gardens pizza desserts beerbar burgers breakfast_brunch mexican korean creperies seafood tradamerican bars delis steak asianfusion sushi newamerican musicvenues juicebars salad french hotdog jazzandblues italian chicken_wings bakeries venues lounges,?,?,meats sportsbars nonprofit mediterranean sandwiches german pubs seafood mexican desserts caribbean icecream cambodian bakeries bbq breakfast_brunch burgers hawaiian coffee newamerican diners pizza steak grocery italian tradamerican bars thai indpak speakeasies foodtrucks japanese chinese vietnamese irish breweries french donuts soup cocktailbars wine_bars lounges cafes divebars coffeeroasteries museums hotdogs poolhalls tex-mex delis ? gardening italian austrian newamerican winetastingroom shavedsnow icecream gelato bagels sandwiches salad bbq waffles juicebars cocktailbars breakfast_brunch bars chocolate seafood burgers tradamerican coffee foodtrucks hotdog cheesesteaks beerbar mexican japanese asianfusion thai pubs cideries musicvenues tapasmallplates buffets sportsbars sushi desserts galleries bowling diners hotdogs steak ? gardens pizza desserts beerbar burgers breakfast_brunch mexican korean creperies seafood tradamerican bars delis steak asianfusion sushi newamerican musicvenues juicebars salad french hotdog jazzandblues italian chicken_wings bakeries venues lounges ? ?,"['?' 'asianfusion' 'austrian' 'bagels' 'bakeries' 'bars' 'bbq' 'beerbar'
 'bowling' 'breakfast_brunch' 'breweries' 'buffets' 'burgers' 'cafes'
 'cambodian' 'caribbean' 'cheesesteaks' 'chicken_wings' 'chinese'
 'chocolate' 'cideries' 'cocktailbars' 'coffee' 'coffeeroasteries'
 'creperies' 'delis' 'desserts' 'diners' 'divebars' 'donuts' 'foodtrucks'
 'french' 'galleries' 'gardening' 'gardens' 'gelato' 'german' 'grocery'
 'hawaiian' 'hotdog' 'hotdogs' 'icecream' 'indpak' 'irish' 'italian'
 'japanese' 'jazzandblues' 'juicebars' 'korean' 'lounges' 'meats'
 'mediterranean' 'mexican' 'museums' 'musicvenues' 'newamerican'
 'nonprofit' 'pizza' 'poolhalls' 'pubs' 'salad' 'sandwiches' 'seafood'
 'shavedsnow' 'soup' 'speakeasies' 'sportsbars' 'steak' 'sushi'
 'tapasmallplates' 'tex-mex' 'thai' 'tradamerican' 'venues' 'vietnamese'
 'waffles' 'wine_bars' 'winetastingroom']","['?' 'asianfusion' 'austrian' 'bagels' 'bakeries' 'bars' 'bbq' 'beerbar'
 'bowling' 'breakfast_brunch' 'breweries' 'buffets' 'burgers' 'cafes'
 'cambodian' 'caribbean' 'cheesesteaks' 'chicken_wings' 'chinese'
 'chocolate' 'cideries' 'cocktailbars' 'coffee' 'coffeeroasteries'
 'creperies' 'delis' 'desserts' 'diners' 'divebars' 'donuts' 'foodtrucks'
 'french' 'galleries' 'gardening' 'gardens' 'gelato' 'german' 'grocery'
 'hawaiian' 'hotdog' 'hotdogs' 'icecream' 'indpak' 'irish' 'italian'
 'japanese' 'jazzandblues' 'juicebars' 'korean' 'lounges' 'meats'
 'mediterranean' 'mexican' 'museums' 'musicvenues' 'newamerican'
 'nonprofit' 'pizza' 'poolhalls' 'pubs' 'salad' 'sandwiches' 'seafood'
 'shavedsnow' 'soup' 'speakeasies' 'sportsbars' 'steak' 'sushi'
 'tapasmallplates' 'tex-mex' 'thai' 'tradamerican' 'venues' 'vietnamese'
 'waffles' 'wine_bars' 'winetastingroom']"
1251,1385,95503,bakeries herbsandspices breakfast_brunch bbq mexican chinese pizza seafood coffee bagels delis burgers,gluten_free ? bakeries chinese cocktailbars coffee italian breakfast_brunch bbq grocery,gourmet ? markets tradamerican steak juicebars sandwiches beer_and_wine,?,?,bakeries herbsandspices breakfast_brunch bbq mexican chinese pizza seafood coffee bagels delis burgers gluten_free ? bakeries chinese cocktailbars coffee italian breakfast_brunch bbq grocery gourmet ? markets tradamerican steak juicebars sandwiches beer_and_wine ? ?,"['?' 'bagels' 'bakeries' 'bbq' 'beer_and_wine' 'breakfast_brunch'
 'burgers' 'chinese' 'cocktailbars' 'coffee' 'delis' 'gluten_free'
 'gourmet' 'grocery' 'herbsandspices' 'italian' 'juicebars' 'markets'
 'mexican' 'pizza' 'sandwiches' 'seafood' 'steak' 'tradamerican']","['?' 'bagels' 'bakeries' 'bbq' 'beer_and_wine' 'breakfast_brunch'
 'burgers' 'chinese' 'cocktailbars' 'coffee' 'delis' 'gluten_free'
 'gourmet' 'grocery' 'herbsandspices' 'italian' 'juicebars' 'markets'
 'mexican' 'pizza' 'sandwiches' 'seafood' 'steak' 'tradamerican']"
1252,1387,95519,beer_and_wine pubs beerbar mexican sandwiches bakeries diners japanese pizza coffee seafood gourmet tradamerican bars hotdogs sportsbars burgers,tapas breweries grocery ? cafes tradamerican sushi buffets comfortfood icecream mexican bakeries karaoke hotdogs sandwiches,? tradamerican burgers breakfast_brunch supperclubs sandwiches beerbar coffee,?,?,beer_and_wine pubs beerbar mexican sandwiches bakeries diners japanese pizza coffee seafood gourmet tradamerican bars hotdogs sportsbars burgers tapas breweries grocery ? cafes tradamerican sushi buffets comfortfood icecream mexican bakeries karaoke hotdogs sandwiches ? tradamerican burgers breakfast_brunch supperclubs sandwiches beerbar coffee ? ?,"['?' 'bakeries' 'bars' 'beer_and_wine' 'beerbar' 'breakfast_brunch'
 'breweries' 'buffets' 'burgers' 'cafes' 'coffee' 'comfortfood' 'diners'
 'gourmet' 'grocery' 'hotdogs' 'icecream' 'japanese' 'karaoke' 'mexican'
 'pizza' 'pubs' 'sandwiches' 'seafood' 'sportsbars' 'supperclubs' 'sushi'
 'tapas' 'tradamerican']","['?' 'bakeries' 'bars' 'beer_and_wine' 'beerbar' 'breakfast_brunch'
 'breweries' 'buffets' 'burgers' 'cafes' 'coffee' 'comfortfood' 'diners'
 'gourmet' 'grocery' 'hotdogs' 'icecream' 'japanese' 'karaoke' 'mexican'
 'pizza' 'pubs' 'sandwiches' 'seafood' 'sportsbars' 'supperclubs' 'sushi'
 'tapas' 'tradamerican']"
1253,1388,95521,pizza hotdog sportsbars creperies icecream vegetarian bakeries coffee seafood breakfast_brunch newamerican foodtrucks japanese noodles donuts thai sushi cafes grocery beer_and_wine italian sandwiches delis vietnamese tradamerican burgers divebars cupcakes cheesesteaks chinese tea pubs mexican vegan cocktailbars musicvenues greek hotdogs,? salad breakfast_brunch newamerican desserts hottubandpool saunas fishnchips tradamerican bagels bakeries seafood sushi thai delis japanese beer_and_wine cocktailbars internetcafe vegan steak pubs bars musicvenues sandwiches meats foodtrucks tacos pizza grocery mediterranean donuts buffets diners cafes hotdogs burgers,? wraps salad bakeries saunas hottubandpool cafes newamerican vegetarian tacos seafood gluten_free sandwiches whiskeybars musicvenues diners delis pastashops breakfast_brunch bars beer_and_wine kebab hotdog sushi coffee foodtrucks,?,?,pizza hotdog sportsbars creperies icecream vegetarian bakeries coffee seafood breakfast_brunch newamerican foodtrucks japanese noodles donuts thai sushi cafes grocery beer_and_wine italian sandwiches delis vietnamese tradamerican burgers divebars cupcakes cheesesteaks chinese tea pubs mexican vegan cocktailbars musicvenues greek hotdogs ? salad breakfast_brunch newamerican desserts hottubandpool saunas fishnchips tradamerican bagels bakeries seafood sushi thai delis japanese beer_and_wine cocktailbars internetcafe vegan steak pubs bars musicvenues sandwiches meats foodtrucks tacos pizza grocery mediterranean donuts buffets diners cafes hotdogs burgers ? wraps salad bakeries saunas hottubandpool cafes newamerican vegetarian tacos seafood gluten_free sandwiches whiskeybars musicvenues diners delis pastashops breakfast_brunch bars beer_and_wine kebab hotdog sushi coffee foodtrucks ? ?,"['?' 'bagels' 'bakeries' 'bars' 'beer_and_wine' 'breakfast_brunch'
 'buffets' 'burgers' 'cafes' 'cheesesteaks' 'chinese' 'cocktailbars'
 'coffee' 'creperies' 'cupcakes' 'delis' 'desserts' 'diners' 'divebars'
 'donuts' 'fishnchips' 'foodtrucks' 'gluten_free' 'greek' 'grocery'
 'hotdog' 'hotdogs' 'hottubandpool' 'icecream' 'internetcafe' 'italian'
 'japanese' 'kebab' 'meats' 'mediterranean' 'mexican' 'musicvenues'
 'newamerican' 'noodles' 'pastashops' 'pizza' 'pubs' 'salad' 'sandwiches'
 'saunas' 'seafood' 'sportsbars' 'steak' 'sushi' 'tacos' 'tea' 'thai'
 'tradamerican' 'vegan' 'vegetarian' 'vietnamese' 'whiskeybars' 'wraps']","['?' 'bagels' 'bakeries' 'bars' 'beer_and_wine' 'breakfast_brunch'
 'buffets' 'burgers' 'cafes' 'cheesesteaks' 'chinese' 'cocktailbars'
 'coffee' 'creperies' 'cupcakes' 'delis' 'desserts' 'diners' 'divebars'
 'donuts' 'fishnchips' 'foodtrucks' 'gluten_free' 'greek' 'grocery'
 'hotdog' 'hotdogs' 'hottubandpool' 'icecream' 'internetcafe' 'italian'
 'japanese' 'kebab' 'meats' 'mediterranean' 'mexican' 'musicvenues'
 'newamerican' 'noodles' 'pastashops' 'pizza' 'pubs' 'salad' 'sandwiches'
 'saunas' 'seafood' 'sportsbars' 'steak' 'sushi' 'tacos' 'tea' 'thai'
 'tradamerican' 'vegan' 'vegetarian' 'vietnamese' 'whiskeybars' 'wraps']"
1254,1389,95524,desserts,coffee,cafes,?,?,desserts coffee cafes ? ?,['?' 'cafes' 'coffee' 'desserts'],['?' 'cafes' 'coffee' 'desserts']
1255,1390,95525,casinos pubs bars grocery,sushi breweries ? beer_and_wine,steak ? delis,?,?,casinos pubs bars grocery sushi breweries ? beer_and_wine steak ? delis ? ?,"['?' 'bars' 'beer_and_wine' 'breweries' 'casinos' 'delis' 'grocery' 'pubs'
 'steak' 'sushi']","['?' 'bars' 'beer_and_wine' 'breweries' 'casinos' 'delis' 'grocery' 'pubs'
 'steak' 'sushi']"
1256,1391,95528,coffee,tradamerican,?,?,?,coffee tradamerican ? ? ?,['?' 'coffee' 'tradamerican'],['?' 'coffee' 'tradamerican']
1257,1392,95531,mexican steak diners sushi coffee pizza sandwiches casinos chinese hotdogs breakfast_brunch burgers bars convenience bakeries seafood italian tradamerican,? seafood tradamerican cafes burgers hotdogs italian servicestations delis breweries breakfast_brunch mexican greek soup juicebars icecream newamerican steak,? breakfast_brunch buffets coffee hotdogs chicken_wings tradamerican diners sandwiches salad wine_bars,? salad,?,mexican steak diners sushi coffee pizza sandwiches casinos chinese hotdogs breakfast_brunch burgers bars convenience bakeries seafood italian tradamerican ? seafood tradamerican cafes burgers hotdogs italian servicestations delis breweries breakfast_brunch mexican greek soup juicebars icecream newamerican steak ? breakfast_brunch buffets coffee hotdogs chicken_wings tradamerican diners sandwiches salad wine_bars ? salad ?,"['?' 'bakeries' 'bars' 'breakfast_brunch' 'breweries' 'buffets' 'burgers'
 'cafes' 'casinos' 'chicken_wings' 'chinese' 'coffee' 'convenience'
 'delis' 'diners' 'greek' 'hotdogs' 'icecream' 'italian' 'juicebars'
 'mexican' 'newamerican' 'pizza' 'salad' 'sandwiches' 'seafood'
 'servicestations' 'soup' 'steak' 'sushi' 'tradamerican' 'wine_bars']","['?' 'bakeries' 'bars' 'breakfast_brunch' 'breweries' 'buffets' 'burgers'
 'cafes' 'casinos' 'chicken_wings' 'chinese' 'coffee' 'convenience'
 'delis' 'diners' 'greek' 'hotdogs' 'icecream' 'italian' 'juicebars'
 'mexican' 'newamerican' 'pizza' 'salad' 'sandwiches' 'seafood'
 'servicestations' 'soup' 'steak' 'sushi' 'tradamerican' 'wine_bars']"
1258,1393,95536,pizza burgers coffee breakfast_brunch mexican newamerican galleries,italian ? specialtyschools bars seafood museums,? tea,?,?,pizza burgers coffee breakfast_brunch mexican newamerican galleries italian ? specialtyschools bars seafood museums ? tea ? ?,"['?' 'bars' 'breakfast_brunch' 'burgers' 'coffee' 'galleries' 'italian'
 'mexican' 'museums' 'newamerican' 'pizza' 'seafood' 'specialtyschools'
 'tea']","['?' 'bars' 'breakfast_brunch' 'burgers' 'coffee' 'galleries' 'italian'
 'mexican' 'museums' 'newamerican' 'pizza' 'seafood' 'specialtyschools'
 'tea']"
1259,1394,95537,armenian,tradamerican,beerbar,?,?,armenian tradamerican beerbar ? ?,['?' 'armenian' 'beerbar' 'tradamerican'],['?' 'armenian' 'beerbar' 'tradamerican']
1260,1396,95540,pubs mexican breakfast_brunch coffee japanese tradamerican italian icecream burgers chinese pizza sushi hotdogs bakeries sandwiches,breweries ? tradamerican breakfast_brunch sushi cafes food seafood newamerican hotdog asianfusion chinese burgers grocery hotdogs buffets,tradamerican ? newamerican sandwiches steak sportsbars coffee delis,?,?,pubs mexican breakfast_brunch coffee japanese tradamerican italian icecream burgers chinese pizza sushi hotdogs bakeries sandwiches breweries ? tradamerican breakfast_brunch sushi cafes food seafood newamerican hotdog asianfusion chinese burgers grocery hotdogs buffets tradamerican ? newamerican sandwiches steak sportsbars coffee delis ? ?,"['?' 'asianfusion' 'bakeries' 'breakfast_brunch' 'breweries' 'buffets'
 'burgers' 'cafes' 'chinese' 'coffee' 'delis' 'food' 'grocery' 'hotdog'
 'hotdogs' 'icecream' 'italian' 'japanese' 'mexican' 'newamerican' 'pizza'
 'pubs' 'sandwiches' 'seafood' 'sportsbars' 'steak' 'sushi' 'tradamerican']","['?' 'asianfusion' 'bakeries' 'breakfast_brunch' 'breweries' 'buffets'
 'burgers' 'cafes' 'chinese' 'coffee' 'delis' 'food' 'grocery' 'hotdog'
 'hotdogs' 'icecream' 'italian' 'japanese' 'mexican' 'newamerican' 'pizza'
 'pubs' 'sandwiches' 'seafood' 'sportsbars' 'steak' 'sushi' 'tradamerican']"
